0,1,http,https,#,@,len,negative_weight,positive_weight,neutral_weight
neutral,http://t.co/1CTUcaj6kv meldet neuen Anrufer unter 04263129 als #Kostenfalle ! http://t.co/nFv72nmGpg,2,2,1,0,10,4,4,10
neutral,http://t.co/6BEmkkj2mL Lenovo stellt handliches 8 Zoll Tablet mit Windows 8.1 vor http://t.co/krMLaYQo1Y,2,2,0,0,12,6,6,12
neutral,"http://t.co/AcR3OTHKJ6 Mein Gratis Geschenk! October 17, 2013 at 03:45PM http://t.co/3dLk9J7a0z",2,2,0,0,10,1,4,10
positive,http://t.co/BlrUJIsIry Challenge accepted *^* | Hoffentlich bekomm ich das Sonntag so hin ;A; #DoJaKu,1,1,1,0,14,6,14,8
neutral,http://t.co/cnQZV7AuZu Gericht bestätigt: Google muss Suchergebnisse nicht entfernen http://t.co/cxD2E5uCtL,2,2,0,0,9,4,4,9
neutral,http://t.co/eJqyKiktoe Geile Frau will private Seitensprung Kontakte ofi,1,1,0,0,8,2,4,8
neutral,http://t.co/EYxRQK2tq2 Acrylhalter transparent für Fuß aus Aluminium mit Federverschluss... http://t.co/iX82vzsir5 http://t.co/EYxRQK2tq2,3,3,0,0,11,4,3,11
positive,http://t.co/Gi8ySTIxj9 Fabelhaft gebrochene Karrieren,1,1,0,0,4,0,4,0
neutral,http://t.co/gMKn0J0lma Natürlich bekomme ICH so einen Gegenstand auf Steam &gt;&lt;,1,1,0,0,10,5,7,10
negative,http://t.co/J75tIWTb7l Schauen Sie die kleinen Cabrios an: Null Charme null Image null Fun Der Lotus hat alles - Ihr Nachbar platzt vor Neid,1,1,0,0,23,23,11,15
neutral,http://t.co/K9CloERfWS Dürfte kein Geheimnis sein.,1,1,0,0,5,2,2,5
neutral,"http://t.co/lhApi9mW6X Unterschied zwischen Papier und #Gold, die Notwendigkeit von Erziehung. Shaykh Hamza Yusuf (USA)",1,1,1,0,14,3,4,14
neutral,"http://t.co/mh3XAoDTWP Solarreinigung, Photovoltaik Reinigung, Solar Reinigung, Photovoltaik reinigen, Glasreinigung, Fassadenreinigung,",1,1,0,0,10,0,0,10
neutral,http://t.co/myWHIdJhXR #news #infos #infosCH #Switzerland | Femen-Aktivistin aus Haft entlassen - Neue Zürcher…,1,1,4,0,13,5,5,13
neutral,http://t.co/nuMTVINnbO Vergleichen Sie! Unsere Preise liegen bis 70% unter dem Wettbewerb. Probieren Sie 14 Tage völlig kostenlos.,1,1,0,0,17,7,6,17
neutral,http://t.co/NW35bnsxhv #zusammensetzung viagra 50 mg,1,1,1,0,5,0,1,5
neutral,http://t.co/OmQ7m7qROS Weltweiter Demo Tag gegen Putins homophoben Gesetze....hier in München!,1,1,0,0,10,4,3,10
positive,http://t.co/PHXMv8jrzO hohohooh heiße braut,1,1,0,0,4,0,4,1
neutral,http://t.co/pOVkjM2U5a #de Flüchtlingsmarsch erreicht München Polizei-Einsatz gegen Asylbewerber… http://t.co/EObAis003P,2,2,1,0,9,2,3,9
neutral,http://t.co/qIbKAhfRtO - Wir drucken Ihre Fotos als Poster: Egal ob Sie Ihre Wände mit Ihren schönsten... http://t.co/cV6MR6uZrv,2,2,0,0,17,7,9,17
neutral,"http://t.co/s2WYxvPcc2 Anonymous hackt ""sichere"" Jugend-App: Niemand zuständig",1,1,0,0,7,0,0,7
neutral,http://t.co/Sh2ajoNXL3 Bommeleeër-Prozess - Alles dreht sich um die Alibis,1,1,0,0,9,6,5,9
neutral,http://t.co/Sh2ajoNXL3 RT Fukushima betroffen - Starkes Erdbeben im Nordosten Japans http://t.co/7tGx5GEY7y,2,2,0,0,11,4,3,11
neutral,http://t.co/sTrLrQp92b #news Mögliche Intervention: Deutsche Politiker warnen vor Militärschlag in… http://t.co/nrzSkPibpw,2,2,1,0,11,2,2,11
positive,http://t.co/WIR39c5e2N #viagra sehr billig kaufen,1,1,1,0,5,2,5,2
neutral,http://t.co/xEKg4g2zmI Berlin Seitensprung gesucht? Wir machen Deinen Wunsch wahr,1,1,0,0,9,3,5,9
positive,http://t.co/YfW32Cpwam #Haus Veronika 4 #HappyFriendshipDay,1,1,2,0,5,1,5,2
neutral,"Huawei Ascend P6 für ~ 285€ inkl. VSK – Sehr dünnes 4,7 Zoll Android 4.2 Smartphone mit... http://t.co/HALi1XCJeF besser als #sparwelt",1,1,1,0,21,6,8,21
neutral,Hubschrauber hat versucht auf dem Hinterhof zu landen. Wohl erst beim Anflug gesehen dass da reichlich Bäume stehen.,0,0,0,0,18,10,9,18
neutral,Hubschrauber im Einsatz bei FC Carl Zeiss Jena: Sorge um Jakob Pieles - Ostthüringer Zeitung http://t.co/CbG3bbnuZH #Jena #FCC,1,1,2,0,18,5,7,18
neutral,hugo beil #gewaltliteraten,0,0,1,0,3,0,0,3
positive,Huhu Meine lieben twitter freunde *knuff*,0,0,0,0,6,2,6,3
neutral,Hui. Ordentlicher Absturz #bitcoin http://t.co/dkh2r2Hr9A,1,1,1,0,5,0,0,5
neutral,Hunderte Tote bei Gefechten bei Damaskus?: Die syrische Armee hat angeblich massive Angriffe auf ... http://t.co/DoIC1Dr7oC #Nachrichten,1,1,1,0,17,8,6,17
neutral,Hussein Fatal &amp; Young Noble - Killuminati 2k13 (Outlaw Nation Volume 3)... http://t.co/11AwdACCVk,1,1,0,0,13,2,2,13
positive,Huzur kumsalda :) (@ Beach Bar) http://t.co/D4vTq8DhzM,1,1,0,1,7,2,7,2
neutral,I found Hoch hinaus (http://t.co/duaCENgkba) #cgeo #geocaching,1,1,2,0,7,1,2,7
neutral,I found Im Kleinen Freien (http://t.co/bXbos8fVta) #cgeo #geocaching,1,1,2,0,8,2,3,8
neutral,I found Kleine Heiligtümer - Bildstock Brohlbachtal (http://t.co/tomw4QpaXn) #cgeo #geocaching,1,1,2,0,10,3,3,10
positive,I liked a @YouTube video http://t.co/IYpqKNeRcB RUSSE OHNE BLINDDARM! Cargo mit Skorpion Abschuss Bestätigt Black Ops 2 Multiplayer,1,1,0,1,18,6,18,9
positive,I liked a @YouTube video http://t.co/OW3qIy7H8N Das geht an alle die mich nicht kennen ...,1,1,0,1,15,12,15,14
neutral,"I liked a @YouTube video http://t.co/RU5mZSCvti ACHTUNG!! Die Holländer ""kommen""",1,1,0,1,10,5,6,10
positive,I liked a @YouTube video http://t.co/wXBHREe1zL HÄMATOM - Alte Liebe rostet nicht,1,1,0,1,12,7,12,9
neutral,"I posted 11 photos on Facebook in the album ""Die schönsten Bilder aus dem Top 20"" http://t.co/Q3o28fT8wa",1,1,0,0,17,9,9,17
neutral,"I posted 13 photos on Facebook in the album ""Urlaubsgrüße aus den Bergen"" http://t.co/BUmmuagi89",1,1,0,0,14,8,6,14
neutral,"I posted 27 photos on Facebook in the album ""Urlaubsgrüße aus den Bergen"" http://t.co/0yMQzBwk0i",1,1,0,0,14,7,6,14
positive,Ich &amp; Miley Cyrus ich werde unser tag niemals vergessen alter 34.07.2111 alter schönster tag in unsere Leben &lt;3 :* http://t.co/CVALX3eTf9,1,1,0,0,21,16,21,16
neutral,Ich bestehe aus Magie: Musik Kopfhörer!,0,0,0,0,6,2,3,6
negative,"Ich bin down. Tja, interessiert wahrscheinlich noch weniger als Facebook.",0,0,0,0,10,10,6,8
neutral,Ich bin frech und nicht auf den Mund gefallen... Zu viel für Dich? ;o) Geschlecht female Alter 26 PLZ 3xxxx Stadt... http://t.co/U2vZfPThzz,1,1,0,0,22,10,13,22
positive,Ich bin jetzt einfach müde:) #GuteNacht,0,0,1,0,6,4,6,5
negative,"Ich bin mehr so 'ne schöne, gelbe Banane. #was o_O",0,0,1,0,10,10,5,5
negative,Ich bin nicht gesund :/ ich brauch dich,0,0,0,0,8,8,7,8
neutral,"Ich bin so voll, kurz vorm platzen",0,0,0,0,7,6,5,7
negative,"Ich bin von Huren, Nutten, Schlampen, Deppen, Idioten, Wichsern, Klugscheißern und Trotteln umzingelt. http://t.co/ttJwr45kMX",1,1,0,0,14,14,4,5
neutral,"Ich denke, Helene Fischer und Andrea Berg können sich warm anziehen. #supertalent",0,0,1,0,12,4,8,12
positive,"Ich durfte als 6-jähriger bei meinem Vater mal an einer Reval ohne Filter ziehen, da war das Thema Rauchen durch :o)",0,0,0,0,21,12,21,15
negative,"Ich fühle mich fett. Okay, warum wohl, wenn ich's auch bin.",0,0,0,0,11,11,5,8
neutral,"Ich finde, das sollte man mal sagen.",0,0,0,0,7,5,7,7
neutral,Ich freu mich irgendwie auf morgen. Keine Ahnung wieso.,0,0,0,0,9,6,7,9
positive,Ich freu mich jetzt gehts dann bald los. 19 uhr Beginn :) http://t.co/N3jsYu7Jij,1,1,0,0,13,10,13,12
positive,Ich freu mich wie so ein kleines Kind an Weihnachten beim Geschenkeauspacken. 😊🎉,0,0,0,0,13,9,13,10
neutral,Ich geh gleich ins Bett. Dann könnt ihr in meinen Träumen rumspu[c]ken.,0,0,0,0,12,10,9,12
neutral,Ich geh jetzt in den Wald mir einen Ast lachen.,0,0,0,0,10,8,7,10
neutral,"Ich glaube, das #tvduell gewinnt nicht #Merkel oder #Steinbrueck , sondern #Raab",0,0,4,0,12,9,11,12
positive,"Ich glaube, der Type hasst seinen Chef wirklich... :-D grins http://t.co/opzQSUpdWL",1,1,0,0,11,4,11,7
positive,Ich hab das internet gelöscht Na dann herzlichen Glückwunsch!,0,0,0,0,9,5,9,7
neutral,Ich hab was neben mir liegen. http://t.co/r9u0fDgvM8,1,1,0,0,7,5,6,7
neutral,Ich habe ein @YouTube-Video positiv bewertet: http://t.co/5Csao36Hxb HALT DIE FRESSE - 04 - NR. 157 - EKO FRESH (OFFICIAL HD VERSION,1,1,0,1,21,8,10,21
neutral,Ich habe ein @YouTube-Video positiv bewertet: http://t.co/BEx5LzY9a3 TV total Erstwählercheck 2013 - TV total,1,1,0,1,14,6,12,14
neutral,Ich habe ein @YouTube-Video positiv bewertet: http://t.co/MKRVaVHGLh Landon Austin - READY FOR ANYTHING (Original Song) - Official,1,1,0,1,17,6,8,17
positive,Ich habe ein @YouTube-Video positiv bewertet: http://t.co/PMgz2E12QN Let's (schlechte) Parodie: 24SpeckTV,1,1,0,1,11,3,11,7
neutral,Ich habe ein @YouTube-Video positiv bewertet: http://t.co/QbxLUa4guW Auf dem Flohmarkt [2],1,1,0,1,11,5,8,11
neutral,Ich habe ein @YouTube-Video positiv bewertet: http://t.co/tZbQhGsOfC Minecraft Week #01 || HD || Nur mit dem Kevin... Minecraft Week,1,1,1,1,19,6,9,19
neutral,Ich habe ein @YouTube-Video positiv bewertet: http://t.co/XuynrhaCsP CRY OF FEAR #040 - Die Wahrheit über Simon [ENDE] [HD+],1,1,1,1,18,6,11,18
neutral,Ich habe ein @YouTube-Video von @madilynbailey positiv bewertet: http://t.co/4j9ee5HB15 Just Give Me A Reason - Pink ft. Nate Ruess -,1,1,0,2,20,7,11,20
neutral,Ich habe ein @YouTube-Video von @mminecrafter positiv bewertet: http://t.co/0n2qZ1EQx1 GEMETZEL - Minecraft- GUN GAME 07# [German],1,1,1,2,16,5,8,16
neutral,Ich habe ein @YouTube-Video von @sssniperwolf positiv bewertet: http://t.co/YkmKULNZuC Birthday Vlog / Hotel Room Tour,1,1,0,2,15,5,10,15
neutral,Ich habe ein @YouTube-Video zu den Favoriten hinzugefügt: http://t.co/2cQVkSrpy3 No No No Cat,1,1,0,1,13,5,9,13
neutral,Ich habe ein Video zu einer @YouTube-Playlist hinzugefügt: http://t.co/5ZQ8aheEkH BEYOND: Two Souls - Let's play #09 - Kreaturen aus,1,1,1,1,19,8,11,19
neutral,Ich habe ein Video zu einer @YouTube-Playlist hinzugefügt: http://t.co/zR3txICqXL Lil Wayne - Before Tune Gets Back (feat. Lil,1,1,0,1,18,6,7,18
neutral,"Ich habe gerade Top Star, frost 1, frost 3, frost 4, glitter auf Stardoll gekauft. Schau dir meine Suite an! http://t.co/yBbV9UehaS",1,1,0,0,21,8,11,21
negative,Ich hasse Kaugummi was nur die ersten 2 Min. gut schmeckt und dann nach gar nichts mehr schmeckt 😠,0,0,0,0,19,19,15,14
negative,Ich hasse meinen Laptop so sehr,0,0,0,0,6,6,5,5
negative,Ich hatte einen pädagogisch ganz und gar unvorzeigbaren Tag. Und einfallsreich war ich auch: nein! Nein! NEin! NEIn! NEIN! neiN! neIN! nEIN!,0,0,0,0,22,22,10,12
neutral,"Ich hoffe Sarazar schafft bei Cry of Fear das ""gute"" Ende",0,0,0,0,11,6,7,11
negative,Ich kann dir auch gerne wieder entfolgen \o Dann nicht.,0,0,0,0,10,10,9,9
positive,"Ich kann Gedanken lesen ;) .. Omg, hoffentlich nicht, obwohl meine Gedanken eh nur bei dir sind &lt;3",0,0,0,0,18,14,18,17
neutral,"Ich kann in die Hölle fahren, ich hab mein Paradies schon gehabt.",0,0,0,0,12,8,11,12
neutral,"Ich lauf nen Marathon in 4:15 ""Stunden?"" ""Neee, min/km"" ""Ach das geht ja..."" #hach #FrankfurtMarathon",0,0,2,0,15,6,6,15
positive,"ich liebööö disch — tamam askim , bende seni http://t.co/b9mSNx0Y8I",1,1,0,0,10,3,10,3
positive,"Ich liebe harten, schnellen Rhytmus! K den. #Pokeymahn",0,0,1,0,8,2,8,4
positive,ich lieeeeeebe diesen tanz :)) aba den salto krieg ich zum verrecken einfach nicht hin sorry x'DDDD,0,0,0,0,17,9,17,9
neutral,Ich mach Twitter auf und Fanta Fanta Fanta Fanta und noch mehr Fanta ne @MegpoidMelon ?,0,0,0,1,16,10,10,16
negative,Ich merk schon … Auf #ADN hält man mich noch für seriös. Muss den Avatar tauschen … #hitzekoller,0,0,2,0,18,18,13,13
neutral,"Ich misstraue jedem, der seine Pizza mit Besteck ist.",0,0,0,0,9,6,5,9
negative,"Ich muss mir morgen erstmal einen haufen schminke ins Gesicht klatschen, damit ich ausnahmsweise mal gut ausseh. #lt",0,0,1,0,18,18,12,13
neutral,Ich muss morgen unseren Computer anschließen. Wahrscheinlich brauchen wir dann nen neuen... #Arbeit,0,0,1,0,13,7,8,13
positive,ich platze. das essen war so geil,0,0,0,0,7,6,7,6
neutral,"Ich rieche morgens übrigens nicht nach Schweiß, sondern nach Zimtröllchen. Dachte, ihr solltet das wissen.",0,0,0,0,15,7,10,15
neutral,Ich sammelte 237053$ ein! Kannst du das besser? http://t.co/MoGmRRHNRn #ipad #ipadgames #gameinsight,1,1,3,0,12,3,3,12
neutral,ich schlorender in de fress da hast de mehr läer wie de porta nigra #trierisch,0,0,1,0,15,9,9,15
positive,ich seh aus wien bonbon hahahah,0,0,0,0,6,2,6,2
positive,"Ich so auf'm Sofa vor dem Fernseher: go Gladbach, go Gladbach, go Gladbach !",0,0,0,0,14,8,14,10
neutral,Ich twittere in letzter zeit voll wenig fällt mir mal so auf @_@,0,0,0,2,13,11,11,13
neutral,Ich verliere einfach alles was mir wichtig ist bald hab ich gar nichts mehr. http://t.co/EuWJUB1zVh,1,1,0,0,15,12,13,15
neutral,Ich wäre gerne schwarz geboren. - tanzen - nie wieder bräunen - geile haare - einfach Nice ass- just black,0,0,0,0,20,10,14,20
negative,Ich würde mir selbst nicht schreiben.,0,0,0,0,6,6,5,6
neutral,Ich würde niemals einer reinen Weiber-Crew beitreten. NEVER EVER! Camping Hoes! #maxpayne3,0,0,1,0,12,5,5,12
negative,"Ich würds mir am liebsten meine Beine abhacken, so weh tut das. Offene Blasen, juhu ...",0,0,0,0,16,16,9,11
positive,"Ich war live dabei beim #tvduell #brwahl. Die Stimmung war wirklich gut, #horst war souverän und konnte seine Erfolge gut rausstellen. #csu+",0,0,4,0,22,16,22,17
positive,"Ich warte eigentlich darauf dass irgendjemand jetzt einen ""weißt du was noch voll hart ist""-Witz bringt.. xD",0,0,0,0,17,12,17,11
negative,"Ich weiß gar nicht, was heute eigentlich so lustig ist.",0,0,0,0,10,10,10,10
neutral,"Ich weiß nicht, ob es allen klar ist. Deshalb hier nochmal: Durch eigene Arbeit wird man nicht zum Millionär! Nur durch die Arbeit anderer!",0,0,0,0,24,17,21,24
negative,Ich werde gerade dezent nicht wach...,0,0,0,0,6,6,5,4
positive,Ich will Beyond two souls für die Ps3 T///T,0,0,0,0,9,4,9,4
negative,Ich will einfach tot sein,0,0,0,0,5,5,5,5
positive,Ich will mal ein richtiges Rammstein feat Tatu. Also von denen gemacht.,0,0,0,0,12,8,12,9
neutral,"ich-will-sperma: So ungefähr müssen sich die Nonnen früher Ficken gelassen haben, ich fragte mich schon immer... http://t.co/BJIZC2Dz58",1,1,0,0,17,10,9,17
negative,"Ick hoffe mein Akku hält bis ick wieder zu Hause bin. Ick hasse Bus fahren ohne Musik. Berliner Schnauze kann ick wohl net so jut. ^^""",0,0,0,0,26,26,19,21
neutral,ID 1120 Name Rey (King) Rasse Russisch-Blau Mix Farbe Blau Geschlecht männlich Alter Ca. 2 Monate... http://t.co/7JGYcstNer,1,1,0,0,17,2,5,17
negative,"Idee: Kommunikationsmedium erfinden, in dem einen jeder Depp ungefragt anpöbeln kann. Oh, schade, Jack Dorsey war schneller.",0,0,0,0,17,17,8,8
negative,"Ieh, lauter glückliche Pärchen hier... 👱🔫",0,0,0,0,6,6,2,1
neutral,"IFA negativ Highlight: Bootloop meines HTC Ones, nachdem ich bei Samsung (das war wohl der Fehler) in die MoDaCo GPE wechseln wollte...",0,0,0,0,22,10,10,22
neutral,Ignorieren Sie nicht die reizvollen Angebote f�r� #ipod #festplatte Bewertungen Ansehen http://t.co/ubcKKGwxRB #fb,1,1,3,0,13,3,3,13
positive,"Ihm ging‘s gut, er w ar zufrieden, doch er w ollte kein Berliner sein",0,0,0,0,14,9,14,9
positive,Ihr möchtet auch ins Musikbusiness einsteigen? tape.tv sucht aktuell Verstärkung. Nette Kollegen garantiert :)... http://t.co/oqrR0MZm5h,1,1,0,0,15,5,15,6
positive,Ihr müsstet mich mal lachen sehen.. So niedlich. Und das Gegrunze erst!,0,0,0,0,12,6,12,7
neutral,Ihr perfekter Rasen bei 0 Zeitaufwand - die neuen Rasenroboter erledigen das für Sie... http://t.co/nw07ltMTlH,1,1,0,0,15,8,8,15
positive,Ihr seht heute wunderschön aus! ❤️ You look beautiful today. #hamburg #welovehh #beauty http://t.co/OQAUKKzFPl,1,1,3,0,14,3,14,7
neutral,"Ihr stupst mich dann an, sobald Mavericks zum Download bereit stehnt, ne?",0,0,0,0,12,7,6,12
neutral,"Ihr sucht den perfekten Film für einen romantischen Filmabend? Hier unser Tipp: ""Bodyguard"" mit der fantastischen... http://t.co/WNVFttbrv7",1,1,0,0,17,9,11,17
positive,Ihre Augen entkleideten ihn geradezu - langsam aber sicher - Stück für Stück http://t.co/fQoS8iOTX5 @FrostAmanda #erotik #humor #liebe,1,1,3,1,18,10,18,11
neutral,Ihre Mutter will sie schützen – Nach Beerdigung: Wahrheit über Gia Allemands Tod http://t.co/qRRogeDK4m,1,1,0,0,14,8,8,14
neutral,II. Herren erreichen gegen Croatia II nächste Pokalrunde http://t.co/HSe63g8hqd,1,1,0,0,9,2,4,9
negative,Ik ben echt klein oh god...,0,0,0,0,6,6,5,4
positive,Ik ga douchen tot straks lieve schatten. ❤,0,0,0,0,8,2,8,1
neutral,Illegale Waffenwerkstatt ausgehoben: Mann machte Deko-Waffen scharf http://t.co/p7emZ2Th0p #Panorama,1,1,1,0,9,1,2,9
positive,Im Allgemeinwissen bin ich am 'besten' #omg,0,0,1,0,7,4,7,4
neutral,"Im Anschluss weitere Länderspiele, ebenfalls international - @ZDF #gerpar",0,0,1,1,9,4,4,9
neutral,"I'm at Guten Morgen aus der K21-Zentrale (Stuttgart, Deutschland) http://t.co/IHzqf8NuSH",1,1,0,0,10,5,6,10
neutral,"I'm at Guten Morgen aus der K21-Zentrale (Stuttgart, Deutschland) http://t.co/NxBOZhiMyK",1,1,0,0,10,5,6,10
neutral,I'm at Indie Lounge Bar (Cordoba) http://t.co/YdOs5rU0RV,1,1,0,0,7,1,3,7
neutral,"I'm at Trainingszentrum TSG 1899 Hoffenheim (Zuzenhausen, Deutschland) [pic]: http://t.co/H5vUp32Tua",1,1,0,0,10,3,5,10
neutral,"Im Büro +höre wieder einer Telefonkonferenz zu. Werfe abwechselnd Hm, Really? oder I agree ein,um Aufmerksamkeit zu heucheln. Ihr kennt das.",0,0,0,0,21,10,10,21
positive,"Im Berliner Tempodrom startet in Kürze das ""Unpacked""-Event von Samsung!",0,0,0,0,10,5,10,7
positive,Im Bus zur Uni einem #Lumpi #Lambertz Lookalike gegenüber sitzen. #Siegen wird mir langsam sympathisch. #f95,0,0,4,0,16,8,16,8
neutral,Im direkten Vergleich mit Merkels Plakat hat man auf Brüderles Wahlplakat sehr viele Falten wegretouchiert. Erinnert an Robert T-Online.,0,0,0,0,19,8,10,19
neutral,Im Einschulungs-Fest-Vorbereitungsmodus.Salate: check. Grillfleischmarinade: check. Kuchen! Schultüte füllen! Deko! Ich muss weg...,0,0,0,0,12,5,4,12
neutral,"Im Kandidaten-Check der ARD haben unsere Inhalte überzeugt. Unsere Konzepte für bessere Pflege, mehr Kita-Plätze... http://t.co/TKX0PvESBm",1,1,0,0,16,9,9,16
neutral,Im Rahmen einer Titelvorschau für Repräsentanten aus dem Videofachhandel zeigte Ascot Elite Home Entertainment... http://t.co/F7CRCBkynN,1,1,0,0,15,6,6,15
negative,"I'm so tired, I'm dying *gähn* War ne lange Nacht... letzte Nacht 2h, heute zumindest 3 1/2~ gut, dass ich bis Mittwoch Urlaub hab~",0,0,0,0,24,24,17,17
neutral,I'm Sprung Remix x T-Pain x Trick Daddy,0,0,0,0,8,1,3,8
neutral,Im Zuge der Wachstumsstrategie suchen wir die/den Operations Engineer 100% (m/w) http://t.co/JzjMM6ZLqX #job #luzern,1,1,2,0,14,3,4,14
neutral,Imitate Devon — hi im devon http://t.co/LCC4jN50Kk,1,1,0,0,7,2,3,7
neutral,"Immer mehr Rentner brauchen einen Zusatzjob, weil die Rente nicht reicht. Warum nicht von zuhause aus arbeiten? http://t.co/Xaj8qmfOoz",1,1,0,0,18,11,12,18
neutral,Immer schön langsam fahren http://t.co/lH96nzL6Ql #cdu #erftstadt #verkehr,1,1,3,0,8,5,5,8
neutral,IMMOFINANZ Trade: 'An uns scheitert Erholung in CEE jedenfalls nicht' http://t.co/TdqAo5Bwl3,1,1,0,0,11,3,3,11
neutral,"In 10 Tagen heißt es wieder Back to school, deshalb haben wir für Eure Kids die neusten Herbsttrends! http://t.co/qxrUaI08nZ",1,1,0,0,19,12,13,19
positive,"In dem Pub lief irgendwann Backstreet Boys und ziemlich direkt darauf folgend Mumford&amp;Sons. Feine Kombi, haha.",0,0,0,0,16,8,16,10
neutral,In einer halben Stunde gehts los zur Schule,0,0,0,0,8,8,8,8
neutral,In einer knappen halben Stunde geht es los! Das Spiel könnt ihr im Live-Ticker auf http://t.co/mDsiOcDoIv verfolgen.,1,1,0,0,17,11,14,17
positive,in hd und Zeitlupe sieht alles geil aus,0,0,0,0,8,6,8,6
neutral,"in Schwarzkollm Ri. Bahnhof aus einem silbernen Caddy (Danke, BiuuH!) /rs",0,0,0,0,11,3,4,11
neutral,In unserer @Migazin-Kolumne „Sprachstand“ diskutieren @jgoschler und ich sprachliche Segregation an Schulen: http://t.co/puxpNFT3D0,1,1,0,2,13,5,5,13
neutral,INDIE SCENE RADIO #Indie #Streaming at #320K 24/7 #KryKey #Premium http://t.co/slI1Fe1AQ6 @INDIESCENERAD @GergAnidem listen everday!,1,1,5,2,15,0,1,15
neutral,"Indien erreicht 2,1 Gigawatt Photovoltaik-Leistung: In Indien waren Ende August 2013 insgesamt Photovol... http://t.co/yhseqxVw1X #solar",1,1,1,0,15,4,6,15
neutral,Indien: Führender Aktivist gegen Aberglaube und Hexerei ermordet | So viel zum Thema Toleranz von Religösen! http://t.co/TvCUKwxmVf,1,1,0,0,17,7,8,17
neutral,"Indien: Mehr als 110 Tote bei Massenpanik (von Michael Radunski, Delhi) http://t.co/K4WSU4byek",1,1,0,0,12,4,4,12
neutral,Informationen für Unternehmer aus der SteiermarkSie möchten Ihr Unternehmen professionell im Interne http://t.co/sxtlkHBqxo,1,1,0,0,13,5,5,13
neutral,Informationen für Unternehmer aus Sachsen-AnhaltSie möchten Ihr Unternehmen professionell im Interne http://t.co/zb7ku71nm7,1,1,0,0,12,4,4,12
neutral,Informationen für Unternehmer aus WienSie möchten Ihr Unternehmen professionell im Internet präsenti Error,0,0,0,0,13,5,5,13
neutral,Infos über Geschenke Shop bis hin zum Tamaris Online Shop - http://t.co/vuQem9kdkY,1,1,0,0,12,5,8,12
neutral,"Inge Hannemann heute u.a. dort ... 29. August 2013 Beginn: 19:00 Ende: 22:00 Ort: Freizeitheim Linden, Großer... http://t.co/upBeJGceXD",1,1,0,0,18,3,5,18
negative,Inhaltsleeres Erbrechen.,0,0,0,0,2,2,0,0
